A0NGI1	CGI_10010648	1e-31	TM234_ANOGA	reviewed	Transmembrane protein 234 homolog	AGAP012180	Anopheles gambiae (African malaria mosquito)	140		integral component of membrane [GO:0016021]		integral component of membrane [GO:0016021]	GO:0016021	CGI_10010648	scaffold1127	45024	45026	100	mRNA	43951	45586
A7YWD2	CGI_10003141	5e-171	IPO13_BOVIN	reviewed	Importin-13 (Imp13)	IPO13	Bos taurus (Bovine)	963	protein import into nucleus [GO:0006606]	cytoplasm [GO:0005737]; nuclear membrane [GO:0031965]	nuclear localization sequence binding [GO:0008139]; protein transporter activity [GO:0008565]; Ran GTPase binding [GO:0008536]	cytoplasm [GO:0005737]; nuclear membrane [GO:0031965]; nuclear localization sequence binding [GO:0008139]; protein transporter activity [GO:0008565]; Ran GTPase binding [GO:0008536]; protein import into nucleus [GO:0006606]	GO:0005737; GO:0006606; GO:0008139; GO:0008536; GO:0008565; GO:0031965	CGI_10003141	scaffold985	46856	46858	-100	mRNA	41796	55083
A8MTY0	CGI_10024210	4e-46	ZN724_HUMAN	reviewed	Zinc finger protein 724	ZNF724 ZNF724P	Homo sapiens (Human)	619	regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]	nucleus [GO:0005634]	DNA binding [GO:0003677]; metal ion binding [GO:0046872]	nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]	GO:0003677; GO:0005634; GO:0006351; GO:0006355; GO:0046872	CGI_10024210	scaffold392	258123	258125	100	mRNA	255380	263524
B0S5N4	CGI_10010795	2e-08	PLXA3_DANRE	reviewed	Plexin A3	plxna3 si:dkey-7i23.3	Danio rerio (Zebrafish) (Brachydanio rerio)	1892	axon extension [GO:0048675]; branching morphogenesis of a nerve [GO:0048755]; branchiomotor neuron axon guidance [GO:0021785]; embryonic skeletal joint morphogenesis [GO:0060272]; motor neuron axon guidance [GO:0008045]; regulation of axon extension involved in axon guidance [GO:0048841]; regulation of collateral sprouting in absence of injury [GO:0048696]	integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]	protein homodimerization activity [GO:0042803]; semaphorin receptor activity [GO:0017154]	integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]; protein homodimerization activity [GO:0042803]; semaphorin receptor activity [GO:0017154]; axon extension [GO:0048675]; branching morphogenesis of a nerve [GO:0048755]; branchiomotor neuron axon guidance [GO:0021785]; embryonic skeletal joint morphogenesis [GO:0060272]; motor neuron axon guidance [GO:0008045]; regulation of axon extension involved in axon guidance [GO:0048841]; regulation of collateral sprouting in absence of injury [GO:0048696]	GO:0005886; GO:0008045; GO:0016020; GO:0016021; GO:0017154; GO:0021785; GO:0042803; GO:0048675; GO:0048696; GO:0048755; GO:0048841; GO:0060272	CGI_10010795	scaffold1098	65324	65326	-100	mRNA	56507	72093
B0S733	CGI_10001930	2e-33	REN3A_DANRE	reviewed	Regulator of nonsense transcripts 3A (Up-frameshift suppressor 3 homolog A)	upf3a si:dkey-21o13.6	Danio rerio (Zebrafish) (Brachydanio rerio)	452	mRNA transport [GO:0051028]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; nucleocytoplasmic transport [GO:0006913]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	RNA binding [GO:0003723]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; RNA binding [GO:0003723]; mRNA transport [GO:0051028]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; nucleocytoplasmic transport [GO:0006913]	GO:0000184; GO:0003723; GO:0005634; GO:0005737; GO:0006913; GO:0051028	CGI_10001930	scaffold36462	28206	28208	-100	mRNA	28109	34499
B0W2S0	CGI_10014051	0.0	CLU_CULQU	reviewed	Clustered mitochondria protein homolog	CPIJ001445	Culex quinquefasciatus (Southern house mosquito) (Culex pungens)	1377	intracellular distribution of mitochondria [GO:0048312]	cytoplasm [GO:0005737]		cytoplasm [GO:0005737]; intracellular distribution of mitochondria [GO:0048312]	GO:0005737; GO:0048312	CGI_10014051	scaffold1803	248665	248667	100	mRNA	233210	248683
B1H1P9	CGI_10006634	2e-71	PPAL_XENLA	reviewed	Lysosomal acid phosphatase (LAP) (EC 3.1.3.2)	acp2	Xenopus laevis (African clawed frog)	432		integral component of membrane [GO:0016021]; lysosomal lumen [GO:0043202]; lysosomal membrane [GO:0005765]	acid phosphatase activity [GO:0003993]	integral component of membrane [GO:0016021]; lysosomal lumen [GO:0043202]; lysosomal membrane [GO:0005765]; acid phosphatase activity [GO:0003993]	GO:0003993; GO:0005765; GO:0016021; GO:0043202	CGI_10006634	scaffold281	119858	119860	100	mRNA	116134	127065
B4U7S7	CGI_10005632	7e-28	Y501_HYDS0	reviewed	Probable transcriptional regulatory protein HY04AAS1_0501	HY04AAS1_0501	Hydrogenobaculum sp. (strain Y04AAS1)	249	regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]	cytoplasm [GO:0005737]	DNA binding [GO:0003677]	cytoplasm [GO:0005737]; DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]	GO:0003677; GO:0005737; GO:0006351; GO:0006355	CGI_10005632	scaffold41792	6083	6085	100	mRNA	1797	7186
B5FZ19	CGI_10025943	2e-173	EIF3I_TAEGU	reviewed	Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 subunit 2) (eIF-3-beta) (eIF3 p36)	EIF3I EIF3S2	Taeniopygia guttata (Zebra finch) (Poephila guttata)	325	translational initiation [GO:0006413]	eukaryotic translation initiation factor 3 complex [GO:0005852]	translation initiation factor activity [GO:0003743]	eukaryotic translation initiation factor 3 complex [GO:0005852]; translation initiation factor activity [GO:0003743]; translational initiation [GO:0006413]	GO:0003743; GO:0005852; GO:0006413	CGI_10025943	scaffold334	506323	506325	100	mRNA	502315	506735
B5X2B8	CGI_10005915	4e-53	ERAL1_SALSA	reviewed	GTPase Era, mitochondrial (ERA-like protein 1)	eral1	Salmo salar (Atlantic salmon)	457	ribosomal small subunit assembly [GO:0000028]	mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]	GTP binding [GO:0005525]; ribosomal small subunit binding [GO:0043024]; rRNA binding [GO:0019843]	mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; GTP binding [GO:0005525]; ribosomal small subunit binding [GO:0043024]; rRNA binding [GO:0019843]; ribosomal small subunit assembly [GO:0000028]	GO:0000028; GO:0005525; GO:0005743; GO:0005759; GO:0019843; GO:0043024	CGI_10005915	scaffold41998	112429	112431	100	mRNA	107642	122323
E1B7X9	CGI_10025169	0.0	SMRCD_BOVIN	reviewed	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 (EC 3.6.4.12)	SMARCAD1	Bos taurus (Bovine)	1028	ATP-dependent chromatin remodeling [GO:0043044]; chromosome separation [GO:0051304]; DNA double-strand break processing [GO:0000729]; histone H3 deacetylation [GO:0070932]; histone H4 deacetylation [GO:0070933]; regulation of DNA recombination [GO:0000018]	heterochromatin [GO:0000792]; nuclear replication fork [GO:0043596]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; site of double-strand break [GO:0035861]	ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]	heterochromatin [GO:0000792]; nuclear replication fork [GO:0043596]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; site of double-strand break [GO:0035861]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; ATP-dependent chromatin remodeling [GO:0043044]; chromosome separation [GO:0051304]; DNA double-strand break processing [GO:0000729]; histone H3 deacetylation [GO:0070932]; histone H4 deacetylation [GO:0070933]; regulation of DNA recombination [GO:0000018]	GO:0000018; GO:0000729; GO:0000792; GO:0003677; GO:0004386; GO:0005524; GO:0005634; GO:0005654; GO:0035861; GO:0043044; GO:0043596; GO:0051304; GO:0070932; GO:0070933	CGI_10025169	scaffold1267	739106	739108	-100	mRNA	738355	760622
E1C1R4	CGI_10004725	0.0	UBP47_CHICK	reviewed	Ubiquitin carboxyl-terminal hydrolase 47 (EC 3.4.19.12) (Deubiquitinating enzyme 47) (Ubiquitin thioesterase 47) (Ubiquitin-specific-processing protease 47)	USP47	Gallus gallus (Chicken)	1375	base-excision repair [GO:0006284]; cellular response to DNA damage stimulus [GO:0006974]; monoubiquitinated protein deubiquitination [GO:0035520]; negative regulation of transcription, DNA-templated [GO:0045892]; regulation of apoptotic process [GO:0042981]; ubiquitin-dependent protein catabolic process [GO:0006511]	cytoplasm [GO:0005737]	thiol-dependent ubiquitin-specific protease activity [GO:0004843]	cytoplasm [GO:0005737]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; base-excision repair [GO:0006284]; cellular response to DNA damage stimulus [GO:0006974]; monoubiquitinated protein deubiquitination [GO:0035520]; negative regulation of transcription, DNA-templated [GO:0045892]; regulation of apoptotic process [GO:0042981]; ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0004843; GO:0005737; GO:0006284; GO:0006511; GO:0006974; GO:0035520; GO:0042981; GO:0045892	CGI_10004725	scaffold41136	51038	51040	100	mRNA	5469	74857
E1C2Z0	CGI_10024637	3e-82	MMS22_CHICK	reviewed	Protein MMS22-like (Methyl methanesulfonate-sensitivity protein 22-like)	MMS22L	Gallus gallus (Chicken)	1243	double-strand break repair via homologous recombination [GO:0000724]; replication fork processing [GO:0031297]	nuclear replication fork [GO:0043596]		nuclear replication fork [GO:0043596]; double-strand break repair via homologous recombination [GO:0000724]; replication fork processing [GO:0031297]	GO:0000724; GO:0031297; GO:0043596	CGI_10024637	scaffold79	579548	579550	-100	mRNA	571723	588134
F8WLE0	CGI_10018571	9e-160	KIF28_RAT	reviewed	Kinesin-like protein KIF28P (Kinesin-like protein 6)	Kif28p Klp6	Rattus norvegicus (Rat)	1034	mitochondrion organization [GO:0007005]; organelle transport along microtubule [GO:0072384]	intracellular [GO:0005622]; kinesin complex [GO:0005871]; mitochondrial membrane [GO:0031966]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]	intracellular [GO:0005622]; kinesin complex [GO:0005871]; mitochondrial membrane [GO:0031966]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; mitochondrion organization [GO:0007005]; organelle transport along microtubule [GO:0072384]	GO:0003777; GO:0005524; GO:0005622; GO:0005871; GO:0007005; GO:0008017; GO:0016887; GO:0031966; GO:0072384	CGI_10018571	scaffold412	273982	273984	100	mRNA	269312	279045
O00410	CGI_10013799	0.0	IPO5_HUMAN	reviewed	Importin-5 (Imp5) (Importin subunit beta-3) (Karyopherin beta-3) (Ran-binding protein 5) (RanBP5)	IPO5 KPNB3 RANBP5	Homo sapiens (Human)	1097	cellular response to amino acid stimulus [GO:0071230]; NLS-bearing protein import into nucleus [GO:0006607]; positive regulation of protein import into nucleus [GO:0042307]; protein import into nucleus, translocation [GO:0000060]; ribosomal protein import into nucleus [GO:0006610]; viral process [GO:0016032]	cytoplasm [GO:0005737]; membrane [GO:0016020]; nuclear membrane [GO:0031965]; nuclear periphery [GO:0034399]; nuclear pore [GO:0005643]; nucleolus [GO:0005730]; nucleus [GO:0005634]	GTPase inhibitor activity [GO:0005095]; nuclear localization sequence binding [GO:0008139]; protein transporter activity [GO:0008565]; Ran GTPase binding [GO:0008536]; RNA binding [GO:0003723]	cytoplasm [GO:0005737]; membrane [GO:0016020]; nuclear membrane [GO:0031965]; nuclear periphery [GO:0034399]; nuclear pore [GO:0005643]; nucleolus [GO:0005730]; nucleus [GO:0005634]; GTPase inhibitor activity [GO:0005095]; nuclear localization sequence binding [GO:0008139]; protein transporter activity [GO:0008565]; Ran GTPase binding [GO:0008536]; RNA binding [GO:0003723]; cellular response to amino acid stimulus [GO:0071230]; NLS-bearing protein import into nucleus [GO:0006607]; positive regulation of protein import into nucleus [GO:0042307]; protein import into nucleus, translocation [GO:0000060]; ribosomal protein import into nucleus [GO:0006610]; viral process [GO:0016032]	GO:0000060; GO:0003723; GO:0005095; GO:0005634; GO:0005643; GO:0005730; GO:0005737; GO:0006607; GO:0006610; GO:0008139; GO:0008536; GO:0008565; GO:0016020; GO:0016032; GO:0031965; GO:0034399; GO:0042307; GO:0071230	CGI_10013799	scaffold1827	117295	117297	-100	mRNA	104854	119662
O08550	CGI_10008103	2e-112	KMT2B_MOUSE	reviewed	Histone-lysine N-methyltransferase 2B (Lysine N-methyltransferase 2B) (EC 2.1.1.43) (Myeloid/lymphoid or mixed-lineage leukemia protein 4 homolog) (Trithorax homolog 2) (WW domain-binding protein 7) (WBP-7)	Kmt2b Mll2 Trx2 Wbp7	Mus musculus (Mouse)	2713	gene silencing [GO:0016458]; histone H3-K4 methylation [GO:0051568]; histone H3-K4 trimethylation [GO:0080182]; histone lysine methylation [GO:0034968]; memory [GO:0007613]; oocyte differentiation [GO:0009994]; ovarian follicle development [GO:0001541]; ovulation [GO:0030728]; regulation of histone H3-K4 methylation [GO:0051569]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]	histone methyltransferase complex [GO:0035097]; nucleus [GO:0005634]	DNA binding [GO:0003677]; histone methyltransferase activity (H3-K4 specific) [GO:0042800]; zinc ion binding [GO:0008270]	histone methyltransferase complex [GO:0035097]; nucleus [GO:0005634]; DNA binding [GO:0003677]; histone methyltransferase activity (H3-K4 specific) [GO:0042800]; zinc ion binding [GO:0008270]; gene silencing [GO:0016458]; histone H3-K4 methylation [GO:0051568]; histone H3-K4 trimethylation [GO:0080182]; histone lysine methylation [GO:0034968]; memory [GO:0007613]; oocyte differentiation [GO:0009994]; ovarian follicle development [GO:0001541]; ovulation [GO:0030728]; regulation of histone H3-K4 methylation [GO:0051569]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]	GO:0001541; GO:0003677; GO:0005634; GO:0006351; GO:0006355; GO:0007613; GO:0008270; GO:0009994; GO:0016458; GO:0030728; GO:0034968; GO:0035097; GO:0042800; GO:0051568; GO:0051569; GO:0080182	CGI_10008103	scaffold42904	105177	105179	100	mRNA	87880	118208
O08839	CGI_10012930	3e-08	BIN1_RAT	reviewed	Myc box-dependent-interacting protein 1 (Amphiphysin II) (Amphiphysin-like protein) (Bridging integrator 1)	Bin1 Amph2 Amphl	Rattus norvegicus (Rat)	588	endocytosis [GO:0006897]; lipid tube assembly [GO:0060988]; positive regulation of apoptotic process [GO:0043065]; positive regulation of astrocyte differentiation [GO:0048711]; positive regulation of endocytosis [GO:0045807]; positive regulation of GTPase activity [GO:0043547]; regulation of cell cycle arrest [GO:0071156]; regulation of neuron differentiation [GO:0045664]	axon [GO:0030424]; axon initial segment [GO:0043194]; axon terminus [GO:0043679]; cerebellar mossy fiber [GO:0044300]; I band [GO:0031674]; lipid tube [GO:0060987]; microtubule [GO:0005874]; node of Ranvier [GO:0033268]; nucleus [GO:0005634]; synaptic vesicle [GO:0008021]; T-tubule [GO:0030315]; varicosity [GO:0043196]; Z disc [GO:0030018]	GTPase binding [GO:0051020]; protein complex binding [GO:0032403]; protein heterodimerization activity [GO:0046982]	axon [GO:0030424]; axon initial segment [GO:0043194]; axon terminus [GO:0043679]; cerebellar mossy fiber [GO:0044300]; I band [GO:0031674]; lipid tube [GO:0060987]; microtubule [GO:0005874]; node of Ranvier [GO:0033268]; nucleus [GO:0005634]; synaptic vesicle [GO:0008021]; T-tubule [GO:0030315]; varicosity [GO:0043196]; Z disc [GO:0030018]; GTPase binding [GO:0051020]; protein complex binding [GO:0032403]; protein heterodimerization activity [GO:0046982]; endocytosis [GO:0006897]; lipid tube assembly [GO:0060988]; positive regulation of apoptotic process [GO:0043065]; positive regulation of astrocyte differentiation [GO:0048711]; positive regulation of endocytosis [GO:0045807]; positive regulation of GTPase activity [GO:0043547]; regulation of cell cycle arrest [GO:0071156]; regulation of neuron differentiation [GO:0045664]	GO:0005634; GO:0005874; GO:0006897; GO:0008021; GO:0030018; GO:0030315; GO:0030424; GO:0031674; GO:0032403; GO:0033268; GO:0043065; GO:0043194; GO:0043196; GO:0043547; GO:0043679; GO:0044300; GO:0045664; GO:0045807; GO:0046982; GO:0048711; GO:0051020; GO:0060987; GO:0060988; GO:0071156	CGI_10012930	scaffold5	245281	245283	100	mRNA	241543	248968
O14832	CGI_10008109	1e-140	PAHX_HUMAN	reviewed	Phytanoyl-CoA dioxygenase, peroxisomal (EC 1.14.11.18) (Phytanic acid oxidase) (Phytanoyl-CoA alpha-hydroxylase) (PhyH)	PHYH PAHX	Homo sapiens (Human)	338	2-oxoglutarate metabolic process [GO:0006103]; fatty acid alpha-oxidation [GO:0001561]; isoprenoid metabolic process [GO:0006720]; methyl-branched fatty acid metabolic process [GO:0097089]	mitochondrion [GO:0005739]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]	carboxylic acid binding [GO:0031406]; cofactor binding [GO:0048037]; ferrous iron binding [GO:0008198]; L-ascorbic acid binding [GO:0031418]; phytanoyl-CoA dioxygenase activity [GO:0048244]	mitochondrion [GO:0005739]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]; carboxylic acid binding [GO:0031406]; cofactor binding [GO:0048037]; ferrous iron binding [GO:0008198]; L-ascorbic acid binding [GO:0031418]; phytanoyl-CoA dioxygenase activity [GO:0048244]; 2-oxoglutarate metabolic process [GO:0006103]; fatty acid alpha-oxidation [GO:0001561]; isoprenoid metabolic process [GO:0006720]; methyl-branched fatty acid metabolic process [GO:0097089]	GO:0001561; GO:0005739; GO:0005777; GO:0005782; GO:0006103; GO:0006720; GO:0008198; GO:0031406; GO:0031418; GO:0048037; GO:0048244; GO:0097089	CGI_10008109	scaffold694	130521	130523	-100	mRNA	127285	137031
O14981	CGI_10003467	0.0	BTAF1_HUMAN	reviewed	TATA-binding protein-associated factor 172 (EC 3.6.4.-) (ATP-dependent helicase BTAF1) (B-TFIID transcription factor-associated 170 kDa subunit) (TAF(II)170) (TBP-associated factor 172) (TAF-172)	BTAF1 TAF172	Homo sapiens (Human)	1849	negative regulation of chromatin binding [GO:0035562]; negative regulation of transcription, DNA-templated [GO:0045892]	intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]	ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; transcription factor activity, sequence-specific DNA binding [GO:0003700]	intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; negative regulation of chromatin binding [GO:0035562]; negative regulation of transcription, DNA-templated [GO:0045892]	GO:0003677; GO:0003700; GO:0004386; GO:0005524; GO:0005654; GO:0035562; GO:0043231; GO:0045892	CGI_10003467	scaffold39634	24044	24046	100	mRNA	15924	31196
