A0JM12	CGI_10016050	GO:0005886; GO:0006909; GO:0007155; GO:0014719; GO:0014816; GO:0014841; GO:0016021; GO:0030239
A0JM12	CGI_10016575	GO:0005886; GO:0006909; GO:0007155; GO:0014719; GO:0014816; GO:0014841; GO:0016021; GO:0030239
A0JM12	CGI_10017275	GO:0005886; GO:0006909; GO:0007155; GO:0014719; GO:0014816; GO:0014841; GO:0016021; GO:0030239
A0JM12	CGI_10019628	GO:0005886; GO:0006909; GO:0007155; GO:0014719; GO:0014816; GO:0014841; GO:0016021; GO:0030239
A0JM12	CGI_10020523	GO:0005886; GO:0006909; GO:0007155; GO:0014719; GO:0014816; GO:0014841; GO:0016021; GO:0030239
A0JM12	CGI_10021067	GO:0005886; GO:0006909; GO:0007155; GO:0014719; GO:0014816; GO:0014841; GO:0016021; GO:0030239
A0JM12	CGI_10021292	GO:0005886; GO:0006909; GO:0007155; GO:0014719; GO:0014816; GO:0014841; GO:0016021; GO:0030239
A0JM12	CGI_10021592	GO:0005886; GO:0006909; GO:0007155; GO:0014719; GO:0014816; GO:0014841; GO:0016021; GO:0030239
A0JM12	CGI_10022048	GO:0005886; GO:0006909; GO:0007155; GO:0014719; GO:0014816; GO:0014841; GO:0016021; GO:0030239
A0JM12	CGI_10022417	GO:0005886; GO:0006909; GO:0007155; GO:0014719; GO:0014816; GO:0014841; GO:0016021; GO:0030239
A0JM12	CGI_10022608	GO:0005886; GO:0006909; GO:0007155; GO:0014719; GO:0014816; GO:0014841; GO:0016021; GO:0030239
A0JM12	CGI_10022655	GO:0005886; GO:0006909; GO:0007155; GO:0014719; GO:0014816; GO:0014841; GO:0016021; GO:0030239
A0JM12	CGI_10022796	GO:0005886; GO:0006909; GO:0007155; GO:0014719; GO:0014816; GO:0014841; GO:0016021; GO:0030239
A0JM12	CGI_10023031	GO:0005886; GO:0006909; GO:0007155; GO:0014719; GO:0014816; GO:0014841; GO:0016021; GO:0030239
A0JM12	CGI_10023315	GO:0005886; GO:0006909; GO:0007155; GO:0014719; GO:0014816; GO:0014841; GO:0016021; GO:0030239
A0JM12	CGI_10023967	GO:0005886; GO:0006909; GO:0007155; GO:0014719; GO:0014816; GO:0014841; GO:0016021; GO:0030239
A0JM12	CGI_10024041	GO:0005886; GO:0006909; GO:0007155; GO:0014719; GO:0014816; GO:0014841; GO:0016021; GO:0030239
A0JM12	CGI_10024459	GO:0005886; GO:0006909; GO:0007155; GO:0014719; GO:0014816; GO:0014841; GO:0016021; GO:0030239
A0JM12	CGI_10025295	GO:0005886; GO:0006909; GO:0007155; GO:0014719; GO:0014816; GO:0014841; GO:0016021; GO:0030239
A0JM12	CGI_10027947	GO:0005886; GO:0006909; GO:0007155; GO:0014719; GO:0014816; GO:0014841; GO:0016021; GO:0030239
A0JM23	CGI_10014957	GO:0005929; GO:0016055; GO:0060271; GO:0090090; GO:2000095
A0JM56	CGI_10006780	
A0JM56	CGI_10010764	
A0JM56	CGI_10028069	
A0JM59	CGI_10027679	GO:0004197; GO:0004843; GO:0005813; GO:0006511; GO:0006897; GO:0008270; GO:0008277; GO:0016579; GO:0048471; GO:0070536; GO:0071108
A0JMA9	CGI_10023908	GO:0005524; GO:0005634; GO:0005737; GO:0005874; GO:0008568
A0JMD4	CGI_10013580	GO:0005245; GO:0005764; GO:0005765; GO:0005886; GO:0006816; GO:0006939; GO:0016021; GO:0072345; GO:0086010
A0JMH2	CGI_10002340	GO:0005576
A0JMK9	CGI_10004475	GO:0005634; GO:0006260; GO:0006281; GO:0006334; GO:0007049; GO:0031497; GO:0033186
A0JMP0	CGI_10028645	GO:0005618; GO:0005975; GO:0016787; GO:0047402
A0JMQ0	CGI_10010821	GO:0000463; GO:0005654; GO:0030687; GO:0043021; GO:0051726; GO:0070545
A0JMQ9	CGI_10019877	GO:0004843; GO:0005634; GO:0005737; GO:0007010; GO:0007420; GO:0016055; GO:0016477; GO:0021551; GO:0022604; GO:0030177; GO:0035523; GO:0046872; GO:0070530; GO:0070536; GO:0071947; GO:1990168
A0JMU5	CGI_10015847	GO:0005737; GO:0006397; GO:0016274
A0JMY4	CGI_10024694	GO:0005737; GO:0036064; GO:0044458
A0JN53	CGI_10025395	GO:0003677; GO:0003899; GO:0005634; GO:0006366
A0JN76	CGI_10022422	GO:0000122; GO:0005634; GO:0006351; GO:0007519; GO:0043565; GO:0045892; GO:0046872
A0JN80	CGI_10015915	GO:0000175; GO:0000177; GO:0000178; GO:0003723; GO:0006364; GO:0006401; GO:0016075
A0JNA8	CGI_10009993	GO:0005694; GO:0006281; GO:0006310; GO:0006351; GO:0006355; GO:0016363
A0JNC4	CGI_10002072	GO:0005783; GO:0009922; GO:0019367; GO:0030148; GO:0030176; GO:0034625; GO:0034626; GO:0042761; GO:0102336; GO:0102337; GO:0102338
A0JNC4	CGI_10025941	GO:0005783; GO:0009922; GO:0019367; GO:0030148; GO:0030176; GO:0034625; GO:0034626; GO:0042761; GO:0102336; GO:0102337; GO:0102338
A0JND3	CGI_10013172	GO:0005788; GO:0006493; GO:0016262
A0JNG4	CGI_10001749	GO:0005737; GO:0008270
A0JNG4	CGI_10008221	GO:0005737; GO:0008270
A0JNG4	CGI_10010196	GO:0005737; GO:0008270
A0JNG4	CGI_10021442	GO:0005737; GO:0008270
A0JNG7	CGI_10020691	
A0JNH9	CGI_10001384	GO:0000012; GO:0000166; GO:0003906; GO:0004520; GO:0005634; GO:0005829; GO:0006302; GO:0006974; GO:0008408; GO:0046872
A0JNJ3	CGI_10003772	GO:0005654; GO:0005741; GO:0005811; GO:0005829; GO:0005886; GO:0009838; GO:0030496; GO:0030514; GO:0031625; GO:0034389; GO:0045202; GO:0048698; GO:0050905; GO:0051301; GO:0051881; GO:0060612
A0JP70	CGI_10020371	
A0JP86	CGI_10019046	GO:0005604; GO:0007155; GO:0048731; GO:0070831
A0JPB4	CGI_10006947	GO:0003677; GO:0005634; GO:0006351; GO:0006355; GO:0046872
A0JPB5	CGI_10006183	GO:0016021
A0JPE1	CGI_10016929	GO:0005789; GO:0016021
A0JPF9	CGI_10014968	GO:0008299; GO:0035269; GO:0048747; GO:0048854; GO:0060049; GO:0070567
A0JPI9	CGI_10003223	
A0JPI9	CGI_10005324	
A0JPI9	CGI_10006591	
A0JPI9	CGI_10009156	
A0JPI9	CGI_10015110	
A0JPI9	CGI_10015924	
A0JPI9	CGI_10016178	
A0JPI9	CGI_10016633	
A0JPI9	CGI_10017082	
A0JPI9	CGI_10023826	
A0JPI9	CGI_10023827	
A0JPI9	CGI_10024376	
A0JPI9	CGI_10024685	
A0JPI9	CGI_10025655	
A0JPN1	CGI_10013972	GO:0001889; GO:0005634; GO:0006351; GO:0006355; GO:0007519; GO:0008284; GO:0030154; GO:0043565; GO:0045627; GO:0045629; GO:0046622; GO:0048484; GO:0048557
A0M8U1	CGI_10012718	GO:0016021
A0MGZ7	CGI_10002297	GO:0015015; GO:0016021; GO:0017095
A0MLS5	CGI_10025277	GO:0000976; GO:0001047; GO:0003700; GO:0005634; GO:0005667; GO:0006351; GO:0006355; GO:0007283; GO:0016605; GO:0032007; GO:0032922; GO:0033391; GO:0042634; GO:0042753; GO:0043161; GO:0043565; GO:0045599; GO:0045892; GO:0045893; GO:0046983; GO:0050767; GO:0050796; GO:0051726; GO:0070888; GO:0090263; GO:0090403; GO:2000074; GO:2000323; GO:2000772; GO:2001016
A0MLS5	CGI_10025278	GO:0000976; GO:0001047; GO:0003700; GO:0005634; GO:0005667; GO:0006351; GO:0006355; GO:0007283; GO:0016605; GO:0032007; GO:0032922; GO:0033391; GO:0042634; GO:0042753; GO:0043161; GO:0043565; GO:0045599; GO:0045892; GO:0045893; GO:0046983; GO:0050767; GO:0050796; GO:0051726; GO:0070888; GO:0090263; GO:0090403; GO:2000074; GO:2000323; GO:2000772; GO:2001016
A0MTA1	CGI_10023148	GO:0001947; GO:0003677; GO:0003723; GO:0003906; GO:0005634; GO:0005730; GO:0005739; GO:0005783; GO:0006284; GO:0008311; GO:0010628; GO:0016607; GO:0043066; GO:0046872; GO:0060047; GO:0080111
A0MZ67	CGI_10008669	GO:0005829; GO:0005875; GO:0006930; GO:0007265; GO:0007409; GO:0015630; GO:0030027; GO:0030175; GO:0030424; GO:0030426; GO:0031252; GO:0032488; GO:0038007; GO:0043204; GO:0044295; GO:0045773; GO:0048471; GO:0050839; GO:0051015; GO:0060327; GO:0061163; GO:0061573; GO:2000114; GO:2001224
A0NGI1	CGI_10010648	GO:0016021
A0PJE2	CGI_10016608	GO:0016491
A0PJN4	CGI_10008712	GO:0005524; GO:0005634; GO:0005886; GO:0061631
A0PJN4	CGI_10025987	GO:0005524; GO:0005634; GO:0005886; GO:0061631
A0PQX0	CGI_10022672	GO:0006629; GO:0008168
A0QZA1	CGI_10022382	GO:0006950
A0R4R3	CGI_10020287	GO:0006694; GO:0008203; GO:0016042; GO:0036200; GO:0046872; GO:0050292; GO:0051537
A0R4R3	CGI_10020288	GO:0006694; GO:0008203; GO:0016042; GO:0036200; GO:0046872; GO:0050292; GO:0051537
A0RM89	CGI_10003082	GO:0004844; GO:0005737; GO:0006284
A1A4J8	CGI_10004862	GO:0005507; GO:0005743; GO:0006825; GO:0006878; GO:0030016; GO:0033617; GO:0072492; GO:1901799
A1A4M4	CGI_10025789	GO:0004518; GO:0005634; GO:0046872
A1A4M6	CGI_10011393	GO:0005739; GO:0015485; GO:0017127; GO:0032052; GO:0070508
A1A4P5	CGI_10004013	GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0006457; GO:0016272; GO:0044183; GO:0051082; GO:0051086
A1A4R8	CGI_10016158	GO:0005680; GO:0007080; GO:0030071; GO:0051301; GO:0070979
A1A4V9	CGI_10017774	
A1A5G0	CGI_10009104	GO:0000777; GO:0005794; GO:0005815; GO:0005828; GO:0005881; GO:0007020; GO:0007049; GO:0031023; GO:0034453; GO:0043515; GO:0051010; GO:0051301
A1A5P2	CGI_10027309	GO:0000027; GO:0000055; GO:0000447; GO:0000794; GO:0001650; GO:0002244; GO:0005730; GO:0005783; GO:0007080; GO:0008097; GO:0030687; GO:0042273; GO:1902570
A1A5S1	CGI_10009392	GO:0000244; GO:0003713; GO:0003723; GO:0005682; GO:0006403; GO:0016020; GO:0016607; GO:0043021; GO:0045944; GO:0046540; GO:0050681; GO:0071013
A1A5V9	CGI_10014232	GO:0005634; GO:0005737; GO:0006351; GO:0006355; GO:0030335; GO:0033588
A1A5Y0	CGI_10008897	GO:0005509; GO:0005576
A1BQQ5	CGI_10001803	GO:0005576
A1BQQ5	CGI_10004863	GO:0005576
A1BQQ5	CGI_10004864	GO:0005576
A1BQQ5	CGI_10009919	GO:0005576
A1BQQ5	CGI_10020690	GO:0005576
A1E295	CGI_10027022	GO:0004197; GO:0005518; GO:0005615; GO:0005730; GO:0005739; GO:0005764; GO:0030574; GO:0030855; GO:0042470; GO:0043394; GO:0046697; GO:0046718; GO:0048471; GO:0050790; GO:0051603; GO:0070062; GO:0097067
A1L162	CGI_10016440	
A1L1C7	CGI_10014214	GO:0000289; GO:0000290; GO:0000932; GO:0003723; GO:0004672; GO:0005524; GO:0006397; GO:0010606; GO:0031251; GO:0046872; GO:0090503
A1L1F6	CGI_10016442	GO:0005634; GO:0006281; GO:0006310; GO:0006351; GO:0006355
A1L1L3	CGI_10013571	GO:0004725; GO:0005634; GO:0005737; GO:0005815; GO:0005874
A1L1R5	CGI_10016183	GO:0004725; GO:0005634; GO:0005737; GO:0008138; GO:0060271
A1L1S5	CGI_10008560	GO:0003705; GO:0005634; GO:0009653; GO:0030154; GO:0043565
A1L1W9	CGI_10001391	GO:0005887; GO:0008028; GO:0015173; GO:0015349; GO:0016021
A1L1W9	CGI_10009757	GO:0005887; GO:0008028; GO:0015173; GO:0015349; GO:0016021
A1L243	CGI_10004916	GO:0005783; GO:0006457; GO:0016055
A1L243	CGI_10006348	GO:0005783; GO:0006457; GO:0016055
A1L251	CGI_10013965	GO:0005764; GO:0005829; GO:0008152; GO:0033925
A1L253	CGI_10014599	
A1L258	CGI_10000028	GO:0004458; GO:0005739; GO:0019516; GO:0022904; GO:0051990; GO:0071949
A1L2F3	CGI_10015074	GO:0000281; GO:0001755; GO:0003677; GO:0005634; GO:0005737; GO:0005819; GO:0005874; GO:0040001
A1L2I9	CGI_10014349	GO:0005789; GO:0006915; GO:0016021
A1L2K1	CGI_10007029	GO:0005179; GO:0005615; GO:0009409; GO:0014850; GO:0050728; GO:0050873; GO:0090336; GO:2000507
A1L2P5	CGI_10024087	GO:0003700; GO:0005634; GO:0006351; GO:0007275; GO:0043565
A1L2Y1	CGI_10019566	
A1L3F4	CGI_10010513	GO:0000932; GO:0003723; GO:0005634; GO:0046872
A1L3G4	CGI_10014724	GO:0005457; GO:0005794; GO:0016021; GO:0036085
A1L520	CGI_10010343	GO:0000139; GO:0005096; GO:0015031; GO:0016192; GO:0046872
A1X283	CGI_10014410	GO:0001501; GO:0001654; GO:0002051; GO:0002102; GO:0005737; GO:0006801; GO:0007507; GO:0010314; GO:0010628; GO:0016176; GO:0022617; GO:0030054; GO:0032266; GO:0040018; GO:0042169; GO:0042995; GO:0045600; GO:0048705; GO:0051496; GO:0055114; GO:0060348; GO:0060378; GO:0060612; GO:0070273; GO:0071800; GO:0072657; GO:0080025; GO:1904179; GO:1904888
A1XQU1	CGI_10011558	GO:0004298; GO:0005654; GO:0005829; GO:0005839; GO:0051603; GO:0070062; GO:1903955
A1XQX0	CGI_10023109	GO:0002040; GO:0007155; GO:0016021; GO:0042734; GO:0046872
A1YG61	CGI_10000136	GO:0003700; GO:0005634; GO:0006366; GO:0030855; GO:0043565; GO:0050673
A1YG61	CGI_10011697	GO:0003700; GO:0005634; GO:0006366; GO:0030855; GO:0043565; GO:0050673
A1YGA2	CGI_10003333	GO:0000978; GO:0003677; GO:0005634; GO:0006351; GO:0006355; GO:0021983
A1Z3X3	CGI_10007528	GO:0005829; GO:0006810; GO:0071816; GO:0071818
A1ZA47	CGI_10010306	GO:0001725; GO:0001952; GO:0003779; GO:0005915; GO:0005925; GO:0005927; GO:0015629; GO:0016323; GO:0030018; GO:0030239; GO:0031252; GO:0042805; GO:0045177; GO:0045178; GO:0046872; GO:0051371; GO:0061061
A1ZA47	CGI_10018227	GO:0001725; GO:0001952; GO:0003779; GO:0005915; GO:0005925; GO:0005927; GO:0015629; GO:0016323; GO:0030018; GO:0030239; GO:0031252; GO:0042805; GO:0045177; GO:0045178; GO:0046872; GO:0051371; GO:0061061
A1ZA47	CGI_10019365	GO:0001725; GO:0001952; GO:0003779; GO:0005915; GO:0005925; GO:0005927; GO:0015629; GO:0016323; GO:0030018; GO:0030239; GO:0031252; GO:0042805; GO:0045177; GO:0045178; GO:0046872; GO:0051371; GO:0061061
A1ZA47	CGI_10025486	GO:0001725; GO:0001952; GO:0003779; GO:0005915; GO:0005925; GO:0005927; GO:0015629; GO:0016323; GO:0030018; GO:0030239; GO:0031252; GO:0042805; GO:0045177; GO:0045178; GO:0046872; GO:0051371; GO:0061061
A1ZA47	CGI_10025809	GO:0001725; GO:0001952; GO:0003779; GO:0005915; GO:0005925; GO:0005927; GO:0015629; GO:0016323; GO:0030018; GO:0030239; GO:0031252; GO:0042805; GO:0045177; GO:0045178; GO:0046872; GO:0051371; GO:0061061
A2A5Z6	CGI_10024137	GO:0000151; GO:0004842; GO:0005160; GO:0005737; GO:0005829; GO:0005886; GO:0006511; GO:0016607; GO:0030512; GO:0030514; GO:0030579; GO:0042787; GO:0042802; GO:0045121; GO:0046332; GO:0061630; GO:1901165
A2A690	CGI_10000610	GO:0001701
A2A690	CGI_10004029	GO:0001701
A2A6A1	CGI_10003005	GO:0003723; GO:0046872
A2A6A1	CGI_10015128	GO:0003723; GO:0046872
A2A7Y5	CGI_10023242	GO:0010972; GO:0030336
A2A935	CGI_10005698	GO:0000122; GO:0003713; GO:0005634; GO:0005654; GO:0005829; GO:0006351; GO:0016235; GO:0017053; GO:0019827; GO:0022008; GO:0030512; GO:0030853; GO:0033613; GO:0035019; GO:0043457; GO:0043565; GO:0043586; GO:0045892; GO:0045893; GO:0046332; GO:0046872; GO:0050872; GO:0050873; GO:0060021; GO:0090336
A2A9C3	CGI_10018346	GO:0005765; GO:0005777; GO:0007417; GO:0009791; GO:0021540; GO:0031667; GO:0034198; GO:0042149; GO:0043473; GO:0061462; GO:0061700; GO:0070062; GO:0140007; GO:1901668; GO:1904262; GO:1990130
A2AAY5	CGI_10014409	GO:0001501; GO:0001654; GO:0002051; GO:0002102; GO:0005737; GO:0006801; GO:0007507; GO:0010314; GO:0010628; GO:0016176; GO:0022617; GO:0030054; GO:0032266; GO:0040018; GO:0042169; GO:0042995; GO:0045600; GO:0048705; GO:0051496; GO:0055114; GO:0060348; GO:0060378; GO:0060612; GO:0070273; GO:0071800; GO:0072657; GO:0080025; GO:1904179; GO:1904888
A2AG06	CGI_10013638	GO:0005737; GO:0006302; GO:0007130; GO:0007141; GO:0007144; GO:0007283; GO:0048255; GO:0048599; GO:0051310
A2AGA4	CGI_10001331	GO:0004252; GO:0005886; GO:0016021; GO:0016485
A2AHJ4	CGI_10020687	GO:0005634; GO:0006357; GO:0007010; GO:0008360
A2AIW0	CGI_10010922	GO:0005768; GO:0005769; GO:0007049; GO:0015031; GO:0030496; GO:0030904; GO:0032465; GO:0051301; GO:0055037; GO:1990126
A2AJ76	CGI_10009137	GO:0005509; GO:0005576; GO:0005604; GO:0005938; GO:0006939; GO:0030054; GO:0030335; GO:0032154; GO:0050896
A2AJ76	CGI_10012348	GO:0005509; GO:0005576; GO:0005604; GO:0005938; GO:0006939; GO:0030054; GO:0030335; GO:0032154; GO:0050896
A2AJ76	CGI_10013482	GO:0005509; GO:0005576; GO:0005604; GO:0005938; GO:0006939; GO:0030054; GO:0030335; GO:0032154; GO:0050896
A2AJ76	CGI_10025290	GO:0005509; GO:0005576; GO:0005604; GO:0005938; GO:0006939; GO:0030054; GO:0030335; GO:0032154; GO:0050896
A2AJ88	CGI_10024691	GO:0004622; GO:0005765; GO:0005783; GO:0005789; GO:0016021; GO:0031965; GO:0031966; GO:0032502; GO:0046475
A2AJA7	CGI_10022524	GO:0015031; GO:0016021
A2AJA7	CGI_10027468	GO:0015031; GO:0016021
A2AJL3	CGI_10013091	GO:0005623; GO:0019150; GO:0019321; GO:0070050
A2AJN7	CGI_10011799	GO:0005272; GO:0005452; GO:0005887; GO:0006814; GO:0008509; GO:0015106; GO:0015252; GO:0015293; GO:0015301; GO:0015701; GO:0015992; GO:0030003; GO:0035445; GO:0035725; GO:0042044; GO:0046713; GO:0046715; GO:0046983; GO:0050801; GO:0051453
A2AJN7	CGI_10025939	GO:0005272; GO:0005452; GO:0005887; GO:0006814; GO:0008509; GO:0015106; GO:0015252; GO:0015293; GO:0015301; GO:0015701; GO:0015992; GO:0030003; GO:0035445; GO:0035725; GO:0042044; GO:0046713; GO:0046715; GO:0046983; GO:0050801; GO:0051453
A2AJT4	CGI_10000072	GO:0003723; GO:0005829; GO:0016607
A2AKG8	CGI_10021344	GO:0005925; GO:0016021
A2AKX3	CGI_10012698	GO:0000165; GO:0000228; GO:0000781; GO:0001147; GO:0004386; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0006302; GO:0006310; GO:0006353; GO:0006369; GO:0006376; GO:0006974; GO:0007283; GO:0007623; GO:0008543; GO:0010976; GO:0016604; GO:0030424; GO:0030426; GO:0033120; GO:0034599; GO:0042802; GO:0043066; GO:0043491; GO:0044344; GO:0045171; GO:0045944; GO:0060566; GO:0070301; GO:0071300; GO:2000144; GO:2000806
A2AM05	CGI_10006164	GO:0005654; GO:0005737; GO:0005813; GO:0005814; GO:0005829; GO:0010457; GO:0019901; GO:0019904; GO:0030674; GO:0033365; GO:0070062
A2APV2	CGI_10007354	GO:0003779; GO:0005737; GO:0007010; GO:0017048; GO:0022604; GO:0030866; GO:0045296
A2ARS0	CGI_10001791	
A2ARV4	CGI_10002962	GO:0003281; GO:0004872; GO:0005509; GO:0005765; GO:0005768; GO:0005783; GO:0005794; GO:0005903; GO:0005905; GO:0006766; GO:0006898; GO:0007507; GO:0008283; GO:0016020; GO:0016021; GO:0016324; GO:0017124; GO:0030139; GO:0030900; GO:0031526; GO:0035904; GO:0043235; GO:0045177; GO:0051087; GO:0060976; GO:0070062
A2ARV4	CGI_10010730	GO:0003281; GO:0004872; GO:0005509; GO:0005765; GO:0005768; GO:0005783; GO:0005794; GO:0005903; GO:0005905; GO:0006766; GO:0006898; GO:0007507; GO:0008283; GO:0016020; GO:0016021; GO:0016324; GO:0017124; GO:0030139; GO:0030900; GO:0031526; GO:0035904; GO:0043235; GO:0045177; GO:0051087; GO:0060976; GO:0070062
A2ARV4	CGI_10011457	GO:0003281; GO:0004872; GO:0005509; GO:0005765; GO:0005768; GO:0005783; GO:0005794; GO:0005903; GO:0005905; GO:0006766; GO:0006898; GO:0007507; GO:0008283; GO:0016020; GO:0016021; GO:0016324; GO:0017124; GO:0030139; GO:0030900; GO:0031526; GO:0035904; GO:0043235; GO:0045177; GO:0051087; GO:0060976; GO:0070062
A2ARV4	CGI_10021152	GO:0003281; GO:0004872; GO:0005509; GO:0005765; GO:0005768; GO:0005783; GO:0005794; GO:0005903; GO:0005905; GO:0006766; GO:0006898; GO:0007507; GO:0008283; GO:0016020; GO:0016021; GO:0016324; GO:0017124; GO:0030139; GO:0030900; GO:0031526; GO:0035904; GO:0043235; GO:0045177; GO:0051087; GO:0060976; GO:0070062
A2ARZ3	CGI_10014625	GO:0005739; GO:0031514
A2ASQ1	CGI_10023235	GO:0001934; GO:0002162; GO:0005509; GO:0005576; GO:0005604; GO:0005605; GO:0005615; GO:0005796; GO:0005829; GO:0005886; GO:0006024; GO:0007009; GO:0007268; GO:0007275; GO:0007528; GO:0008582; GO:0009986; GO:0016021; GO:0030054; GO:0030154; GO:0030548; GO:0031012; GO:0032092; GO:0033691; GO:0035374; GO:0042030; GO:0043083; GO:0043087; GO:0043113; GO:0043395; GO:0043525; GO:0043547; GO:0044325; GO:0045202; GO:0045213; GO:0045887; GO:0045944; GO:0051491; GO:0055117; GO:0061098; GO:0070062; GO:0086036; GO:1903277; GO:1903407; GO:2000541
