CGI_10001648	gi	108860919	sp	Q3T0F5.1	RAB7A_BOVIN	86.96	207	25	1	1	615	1	207	5e-127	 363
CGI_10001649	gi	81917099	sp	Q9D853.1	METLA_MOUSE	40.00	120	71	1	16	375	37	155	1e-27	 107
CGI_10001650	gi	158523294	sp	Q9NZB2.2	F120A_HUMAN	41.76	467	206	11	46	1266	548	1008	2e-93	 315
CGI_10001049	gi	12585215	sp	Q9V3A4.1	CSUP_DROME	67.11	149	48	1	334	777	301	449	3e-63	 211
CGI_10001050	gi	118572711	sp	Q01973.2	ROR1_HUMAN	48.85	563	254	10	67	1707	206	750	4e-170	 521
CGI_10004307	gi	81170663	sp	Q562C7.1	K0020_RAT	45.23	440	237	3	1	1308	208	647	2e-121	 374
CGI_10001530	gi	135697	sp	P23606.1	TGM1_RAT	40.11	551	301	10	1	1632	266	794	3e-125	 394
CGI_10001531	gi	3915892	sp	P49221.2	TGM4_HUMAN	29.38	160	101	4	175	654	3	150	2e-15	79.0
CGI_10001532	gi	109819857	sp	Q568R1.2	NSRP1_DANRE	49.65	141	48	2	55	408	6	146	8e-14	72.8
CGI_10001586	gi	218511987	sp	O43174.2	CP26A_HUMAN	40.54	481	270	6	7	1401	15	495	1e-119	 366
CGI_10001587	gi	127165	sp	P04112.1	MLRB_PATYE	77.86	131	29	0	1	393	26	156	5e-67	 206
CGI_10005941	gi	21363036	sp	Q9ESN6.1	TRIM2_MOUSE	27.60	221	142	7	982	1626	523	731	3e-11	69.7
CGI_10005945	gi	82181815	sp	Q68F70.1	INT4_XENLA	37.90	124	73	2	1	363	1	123	5e-11	63.5
CGI_10005946	gi	3913344	sp	O73853.1	CP17A_ICTPU	28.38	451	298	12	1	1314	61	499	7e-44	 165
CGI_10005948	gi	342187076	sp	Q6PFY8.2	TRI45_MOUSE	21.97	314	193	10	25	876	29	320	7e-15	79.3
CGI_10009164	gi	266921	sp	P30050.1	RL12_HUMAN	71.78	163	46	0	1	489	1	163	1e-81	 245
CGI_10009165	gi	82080752	sp	Q5ZHN4.3	XRP2_CHICK	49.86	363	170	6	703	1776	2	357	2e-123	 375
CGI_10009166	gi	341940918	sp	Q8C0R9.2	LRRD1_MOUSE	28.61	367	254	3	172	1248	320	686	3e-46	 178
CGI_10009167	gi	50401187	sp	Q9QXL2.2	KI21A_MOUSE	62.25	551	190	5	28	1659	6	545	0.0	 668
CGI_10009169	gi	50400977	sp	Q7Z4S6.2	KI21A_HUMAN	50.00	390	173	8	130	1239	1279	1666	4e-113	 368
CGI_10009170	gi	123388110	sp	Q1RI12.1	Y921_RICBR	27.43	113	81	1	556	891	405	517	5e-07	56.6
CGI_10009171	gi	51704215	sp	Q01177.2	PLMN_RAT	42.05	88	42	2	289	525	269	356	3e-10	62.0
CGI_10009174	gi	74638738	sp	Q9P785.1	YNY5_SCHPO	21.40	257	186	4	532	1266	139	391	9e-11	67.4
CGI_10009175	gi	51316659	sp	Q6QN04.1	RPAB5_CHILA	94.03	67	4	0	1	201	1	67	7e-43	 139
CGI_10009176	gi	82080688	sp	Q5ZEQ8.1	FJX1_XIPMA	28.88	329	204	11	550	1518	116	420	1e-31	 129
CGI_10009177	gi	75042051	sp	Q5RBM1.1	RPN2_PONAB	35.50	693	373	10	1	2052	1	628	3e-117	 372
CGI_10009178	gi	20141658	sp	O43399.2	TPD54_HUMAN	33.70	92	48	2	52	327	125	203	1e-10	59.3
CGI_10009180	gi	85542049	sp	Q96RW7.2	HMCN1_HUMAN	39.31	379	193	2	1243	2379	4528	4869	7e-89	 323
CGI_10009182	gi	13431664	sp	Q9Z2X8.1	KEAP1_MOUSE	36.65	251	152	4	403	1155	365	608	3e-45	 169
CGI_10000371	gi	152031636	sp	Q924I2.2	M4K3_RAT	81.13	53	8	1	10	168	2	52	2e-20	88.2
CGI_10008749	gi	296434542	sp	Q9H0H0.2	INT2_HUMAN	47.16	1160	527	11	19	3312	17	1152	0.0	 983
CGI_10008750	gi	158706135	sp	Q28FE2.2	MED31_XENTR	81.03	116	21	1	106	453	6	120	2e-66	 205
CGI_10008751	gi	74896931	sp	Q54J55.1	MYBX_DICDI	21.17	496	324	12	1672	3069	1047	1505	2e-15	86.3
CGI_10008753	gi	82133735	sp	Q8AXX2.1	TBX1_DANRE	56.87	313	110	6	268	1173	49	347	4e-111	 344
CGI_10008754	gi	205829307	sp	Q3B7Z2.2	OSBP1_MOUSE	51.69	532	170	9	40	1569	37	503	3e-164	 502
CGI_10008755	gi	123892516	sp	Q28DB1.1	MZT2B_XENTR	42.31	78	40	3	100	318	59	136	8e-09	53.5
CGI_10008757	gi	46577084	sp	Q8UVX0.1	PIWI_DANRE	44.84	872	369	15	187	2655	50	858	0.0	 738
CGI_10008758	gi	226699047	sp	A6BM72.3	MEG11_HUMAN	39.47	76	41	3	10	234	625	696	4e-12	66.6
CGI_10007100	gi	82181297	sp	Q66IZ5.1	TAD3B_XENLA	49.89	441	198	6	31	1323	5	432	1e-131	 394
CGI_10007101	gi	110815923	sp	Q7TPN3.2	PIGV_MOUSE	38.27	196	112	2	73	660	307	493	8e-37	 139
CGI_10007102	gi	123885760	sp	Q0P467.1	RNKA_DANRE	49.49	99	49	1	1	297	1	98	1e-27	 102
CGI_10007103	gi	82233927	sp	Q5ZLY5.1	PKHF2_CHICK	65.42	214	73	1	13	654	5	217	2e-102	 308
CGI_10007104	gi	116256285	sp	O76756.2	RS8_APIME	71.15	208	58	1	58	681	3	208	2e-99	 294
CGI_10007105	gi	82236791	sp	Q6IP06.1	STK3_XENLA	60.98	510	163	5	127	1626	10	493	0.0	 578
CGI_10007106	gi	81868591	sp	Q9JJ05.1	C1GLT_RAT	36.79	299	170	6	85	954	64	352	3e-57	 195
CGI_10007107	gi	141662	sp	P18735.1	ZG7_XENLA	42.50	160	88	2	841	1311	6	164	1e-40	 149
CGI_10007109	gi	20454926	sp	Q96RT8.1	GCP5_HUMAN	37.66	1062	531	20	22	2979	16	1022	0.0	 634
CGI_10007110	gi	74834190	sp	O76329.1	ACTNB_DICDI	23.58	229	153	8	67	693	1211	1437	1e-08	61.2
CGI_10007112	gi	147644956	sp	Q3V6T2.2	GRDN_HUMAN	21.02	371	256	11	28	1077	382	736	1e-10	67.4
CGI_10007113	gi	152040391	sp	Q8BI84.2	MIA3_MOUSE	24.24	198	142	4	604	1194	1231	1421	5e-07	56.2
CGI_10007114	gi	74896865	sp	Q54G05.1	LRRX1_DICDI	20.70	710	484	22	1	2079	197	844	6e-10	66.6
CGI_10001026	gi	148887336	sp	P50430.2	ARSB_RAT	53.47	490	203	7	70	1470	40	527	0.0	 540
CGI_10001514	gi	298286922	sp	P02746.3	C1QB_HUMAN	27.91	129	87	3	781	1155	120	246	1e-09	61.6
CGI_10001610	gi	82131101	sp	Q7SIC1.1	FUCL_ANGAN	46.05	76	35	2	1	213	10	84	2e-14	68.2
CGI_10003986	gi	182639178	sp	O60290.2	ZN862_HUMAN	26.45	121	82	3	121	477	985	1100	3e-06	49.7
CGI_10003987	gi	47606762	sp	Q96MU7.3	YTDC1_HUMAN	48.44	289	143	2	484	1350	230	512	2e-68	 248
CGI_10003989	gi	81901322	sp	Q8R000.1	OSTA_MOUSE	29.89	281	184	4	61	882	48	322	4e-19	89.4
CGI_10003991	gi	20532272	sp	Q9BT81.1	SOX7_HUMAN	59.76	82	33	0	13	258	26	107	2e-25	 107
CGI_10003992	gi	74823006	sp	Q9BHM6.1	OCDH_PECMA	43.61	399	220	4	16	1206	3	398	2e-122	 367
CGI_10001640	gi	2501589	sp	P72745.1	Y1101_SYNY3	46.81	47	25	0	247	387	57	103	1e-07	50.1
CGI_10001745	gi	74762488	sp	Q8IX30.1	SCUB3_HUMAN	34.85	132	82	3	7	393	655	785	2e-18	85.9
CGI_10004224	gi	82192680	sp	Q502J7.1	DCTN6_DANRE	55.87	179	57	3	16	486	16	194	6e-51	 167
CGI_10004225	gi	215273906	sp	O75382.2	TRIM3_HUMAN	26.77	254	164	8	403	1131	501	743	3e-13	74.7
CGI_10004227	gi	74866028	sp	Q8SWR8.1	ATX2_DROME	22.67	516	324	17	466	1881	532	1016	1e-09	65.5
CGI_10003727	gi	1346809	sp	P16273.2	PRPX_HORVU	35.34	116	69	2	7	336	117	232	1e-17	79.3
CGI_10003728	gi	22096313	sp	P23819.3	GRIA2_MOUSE	28.06	417	233	13	133	1308	414	788	3e-34	 141
CGI_10003729	gi	117949389	sp	Q6YHK3.2	CD109_HUMAN	38.31	697	373	12	46	2016	708	1387	1e-143	 461
CGI_10003338	gi	1346435	sp	P98107.1	LYAM2_BOVIN	31.61	155	87	9	145	567	155	304	1e-10	64.3
CGI_10007431	gi	12643718	sp	Q13439.1	GOGA4_HUMAN	19.24	1762	1123	50	4288	8976	315	1975	4e-43	 178
CGI_10009092	gi	116241365	sp	P21333.4	FLNA_HUMAN	24.44	1477	927	43	13	4098	129	1531	4e-92	 334
CGI_10009093	gi	254763419	sp	Q14315.3	FLNC_HUMAN	30.24	506	321	12	1003	2451	1137	1633	8e-51	 198
CGI_10009099	gi	27734244	sp	Q96MM6.2	HS12B_HUMAN	45.05	91	47	1	19	291	61	148	1e-17	82.0
CGI_10007489	gi	81873634	sp	Q8BFQ6.1	DIRC2_MOUSE	32.04	284	154	5	76	813	32	314	2e-35	 137
CGI_10007490	gi	292630832	sp	C8BKC7.2	MYD88_SHEEP	28.28	297	191	6	34	915	18	295	1e-22	 102
CGI_10007492	gi	55977754	sp	O14524.2	T194A_HUMAN	37.25	298	171	7	274	1149	154	441	2e-52	 187
CGI_10007493	gi	218512138	sp	O94889.3	KLH18_HUMAN	59.71	551	222	0	10	1662	10	560	0.0	 689
CGI_10007494	gi	23821938	sp	Q9P0L9.1	PK2L1_HUMAN	22.17	460	328	5	106	1479	195	626	1e-32	 136
CGI_10007495	gi	23821938	sp	Q9P0L9.1	PK2L1_HUMAN	27.12	365	257	6	4	1092	260	617	1e-28	 127
CGI_10007496	gi	6225866	sp	O67899.1	PPSA_AQUAE	32.45	151	100	2	1264	1713	7	156	9e-09	62.4
CGI_10007497	gi	81898063	sp	Q8BYF6.1	SC5A8_MOUSE	44.65	542	288	6	16	1614	10	548	1e-128	 399
CGI_10007499	gi	47117348	sp	Q7M3Y3.2	TNNI_CHLNI	58.14	86	30	2	1	246	207	290	2e-16	77.4
CGI_10003785	gi	134435	sp	P21138.1	SERA_ENTHI	31.30	115	73	2	3272	2928	49	157	3e-06	53.5
CGI_10003789	gi	322510082	sp	Q14191.2	WRN_HUMAN	41.43	70	41	0	91	300	677	746	7e-10	61.2
CGI_10010951	gi	74852896	sp	Q54JW9.1	IMPCT_DICDI	36.94	111	69	1	691	1020	214	324	1e-18	89.0
CGI_10010956	gi	82174578	sp	Q9I925.1	FUCL7_ANGJA	34.19	155	87	5	19	477	42	183	5e-12	67.4
CGI_10010957	gi	82131101	sp	Q7SIC1.1	FUCL_ANGAN	37.16	148	83	6	670	1104	10	150	3e-15	76.3
CGI_10003540	gi	82237195	sp	Q6NU95.1	RPAP3_XENLA	37.41	139	81	4	16	423	2	137	2e-17	83.2
CGI_10003541	gi	22095581	sp	Q99KJ8.3	DCTN2_MOUSE	49.50	404	198	2	1	1200	1	402	3e-114	 346
CGI_10006396	gi	353558883	sp	D2GXS7.1	TRIM2_AILME	23.86	264	176	10	487	1224	488	744	1e-06	54.3
CGI_10006397	gi	116256083	sp	Q32PW3.2	TAF2_DANRE	58.07	997	406	4	4	2970	4	996	0.0	1224
CGI_10006398	gi	353558883	sp	D2GXS7.1	TRIM2_AILME	25.78	225	155	4	1033	1686	525	744	6e-12	72.0
CGI_10006399	gi	27923731	sp	Q8N6T3.2	ARFG1_HUMAN	48.45	355	130	6	1	1050	1	307	9e-86	 277
CGI_10006402	gi	81896054	sp	Q8BGW3.1	BHE23_MOUSE	68.32	101	25	1	301	582	90	190	1e-34	 128
CGI_10006403	gi	116242995	sp	O60306.4	AQR_HUMAN	66.91	1387	426	10	1	4080	1	1381	0.0	1866
CGI_10006404	gi	353558883	sp	D2GXS7.1	TRIM2_AILME	23.46	260	177	6	937	1671	492	744	5e-12	72.4
CGI_10006405	gi	158957575	sp	P41214.3	EIF2D_HUMAN	41.00	600	334	7	1	1788	1	584	4e-125	 387
CGI_10006406	gi	122135891	sp	Q2IA00.1	SPEF2_PIG	49.59	615	298	4	1	1839	1	605	8e-149	 510
CGI_10006407	gi	29839513	sp	Q8BHG1.1	NRDC_MOUSE	40.96	935	489	10	103	2730	231	1161	0.0	 706
CGI_10003515	gi	28381405	sp	Q9Y458.3	TBX22_HUMAN	42.33	300	136	7	4	804	3	298	1e-65	 223
CGI_10003516	gi	61247587	sp	Q969G3.2	SMCE1_HUMAN	49.84	305	137	3	40	948	9	299	1e-80	 266
CGI_10003517	gi	33112324	sp	Q8K0U4.1	HS12A_MOUSE	20.84	427	272	17	13	1104	99	522	1e-11	70.1
CGI_10003135	gi	74852896	sp	Q54JW9.1	IMPCT_DICDI	26.92	156	111	2	160	624	148	301	1e-09	60.8
CGI_10006312	gi	74745166	sp	Q5T655.1	CC147_HUMAN	66.06	872	292	2	1	2613	1	869	0.0	1002
CGI_10006313	gi	263405678	sp	B8JMH0.1	CAF17_DANRE	37.00	300	128	10	1	744	59	349	2e-51	 177
CGI_10006314	gi	123884533	sp	Q08D50.1	CP26B_XENTR	35.56	270	125	4	7	669	182	451	2e-43	 161
CGI_10006315	gi	68565334	sp	Q9SL78.1	ATL12_ARATH	33.64	107	61	4	1	309	69	169	1e-08	55.5
CGI_10006316	gi	127165	sp	P04112.1	MLRB_PATYE	77.86	131	29	0	1	393	26	156	5e-67	 206
CGI_10006317	gi	215273947	sp	Q86Z20.2	CC125_HUMAN	29.17	240	156	6	49	762	210	437	4e-23	 102
CGI_10006318	gi	110282989	sp	Q95KE5.2	RM43_BOVIN	41.91	136	79	0	1	408	1	136	8e-29	 110
CGI_10006319	gi	123916200	sp	Q2T9K6.1	FEM1C_XENLA	34.85	505	305	8	7	1497	128	616	4e-87	 286
CGI_10006320	gi	122132252	sp	Q08DG6.1	COX15_BOVIN	57.41	371	152	2	58	1170	49	413	7e-153	 445
CGI_10006321	gi	50401656	sp	Q99K82.1	SMOX_MOUSE	29.42	520	293	14	103	1485	41	545	8e-55	 198
CGI_10006322	gi	290457659	sp	O93309.2	SMC3_XENLA	61.79	1204	454	2	757	4350	6	1209	0.0	1439
CGI_10006323	gi	122140132	sp	Q3SYV5.1	TSN33_BOVIN	41.74	242	128	5	25	744	16	246	1e-44	 158
CGI_10006324	gi	115503728	sp	Q96LK0.2	CEP19_HUMAN	46.15	78	39	1	4	228	85	162	1e-19	82.4
CGI_10006325	gi	82226027	sp	Q4V8Z3.1	CEP19_DANRE	54.05	37	17	0	38	148	3	39	5e-08	49.3
CGI_10003305	gi	67463772	sp	Q96C23.1	GALM_HUMAN	47.24	199	102	3	181	777	116	311	1e-51	 178
CGI_10003306	gi	61211728	sp	Q5IS52.1	ACHA2_PANTR	37.13	439	249	11	172	1425	85	517	9e-88	 285
CGI_10003307	gi	341940173	sp	Q9R0W9.2	ACHA6_MOUSE	33.76	465	277	5	13	1356	34	484	6e-98	 310
CGI_10013066	gi	62899890	sp	Q9ES30.1	C1QT3_MOUSE	31.88	138	84	4	148	549	108	239	3e-11	63.2
CGI_10013067	gi	341940790	sp	Q61191.2	HCFC1_MOUSE	56.00	75	27	1	52	276	1898	1966	3e-31	84.0
CGI_10013068	gi	75057927	sp	Q5EA98.1	MFAP1_BOVIN	52.46	122	46	5	25	390	12	121	2e-18	85.9
CGI_10013069	gi	62899890	sp	Q9ES30.1	C1QT3_MOUSE	37.38	107	59	4	19	333	135	235	5e-11	60.8
CGI_10013070	gi	20177866	sp	Q9BXJ5.1	C1QT2_HUMAN	30.89	123	67	4	214	582	143	247	3e-08	55.5
CGI_10013071	gi	62899890	sp	Q9ES30.1	C1QT3_MOUSE	29.91	107	71	3	19	333	135	239	2e-08	53.9
CGI_10013072	gi	52782753	sp	Q9JHG0.1	CBLN3_MOUSE	50.00	36	18	0	19	126	88	123	5e-06	45.4
CGI_10013073	gi	62899890	sp	Q9ES30.1	C1QT3_MOUSE	34.13	126	73	5	238	609	118	235	3e-09	58.2
CGI_10013074	gi	115311617	sp	Q9UHG3.3	PCYOX_HUMAN	39.06	466	259	11	634	1977	47	505	2e-89	 293
CGI_10013075	gi	82181994	sp	Q6AZH6.1	FAF2A_XENLA	54.50	433	178	5	286	1563	21	441	8e-151	 446
CGI_10013076	gi	232216	sp	P30568.1	GSTA_PLEPL	41.20	216	101	2	1	570	1	216	5e-47	 160
CGI_10013077	gi	232216	sp	P30568.1	GSTA_PLEPL	43.52	216	96	2	1	570	1	216	3e-52	 173
CGI_10013079	gi	146325746	sp	A2VDD2.1	TC1DB_XENLA	39.29	140	82	1	85	504	40	176	4e-30	 113
CGI_10013081	gi	48474955	sp	Q9HAU0.1	PKHA5_HUMAN	33.33	201	117	8	295	876	180	370	1e-17	91.3
CGI_10013082	gi	147721051	sp	Q3UIL6.2	PKHA7_MOUSE	32.64	144	89	1	787	1218	685	820	3e-14	81.3
CGI_10013083	gi	296439469	sp	Q9ULE3.4	DEN2A_HUMAN	36.20	395	227	4	1534	2652	478	869	3e-65	 241
CGI_10013084	gi	132846	sp	P18445.3	RL27A_RAT	77.08	144	32	1	73	501	3	146	2e-76	 238
CGI_10013086	gi	129359	sp	P12812.1	P40_SCHMA	27.65	170	97	2	115	546	64	233	9e-14	75.5
CGI_10013088	gi	22001684	sp	O95461.1	LARGE_HUMAN	59.03	698	263	4	151	2175	56	753	0.0	 841
CGI_10013089	gi	82249459	sp	Q4QRH7.1	PEX16_DANRE	46.88	352	168	2	25	1080	2	334	3e-95	 293
CGI_10013090	gi	135963	sp	P25119.1	TNR1B_MOUSE	36.78	87	53	2	31	288	51	136	1e-09	64.7
CGI_10013091	gi	171769534	sp	A2AJL3.1	FGGY_MOUSE	49.21	63	30	1	121	303	472	534	3e-10	60.1
CGI_10009028	gi	730402	sp	P19984.3	PROF2_ACACA	34.13	126	81	1	22	399	2	125	3e-20	85.1
CGI_10009029	gi	78100043	sp	Q8K4R9.2	DLGP5_MOUSE	53.28	122	56	1	2161	2523	398	519	3e-32	 139
CGI_10009030	gi	20140296	sp	Q9LDU6.1	ST7R_ARATH	49.53	424	205	5	43	1308	16	432	2e-145	 429
CGI_10009031	gi	116444	sp	P17972.1	KCNAW_DROME	37.03	451	239	9	457	1764	4	424	2e-86	 286
CGI_10009032	gi	116444	sp	P17972.1	KCNAW_DROME	29.52	481	277	9	226	1626	10	442	1e-61	 218
CGI_10009034	gi	74734701	sp	Q9NXW9.1	ALKB4_HUMAN	44.14	290	131	3	1	783	12	299	1e-76	 241
CGI_10009035	gi	82236429	sp	Q6GM71.1	LRWD1_XENLA	26.24	606	415	15	64	1809	20	617	2e-61	 223
CGI_10009037	gi	82177709	sp	Q9UA35.1	S28A3_EPTST	44.01	309	147	3	1	849	303	611	7e-68	 230
CGI_10009038	gi	82177709	sp	Q9UA35.1	S28A3_EPTST	47.26	419	204	3	124	1341	197	611	4e-106	 341
CGI_10009040	gi	3023946	sp	O42611.1	HIRA_FUGRU	58.02	505	188	10	1	1449	1	503	0.0	 579
CGI_10009041	gi	300669718	sp	Q9Y4D8.5	K0614_HUMAN	49.29	2956	1285	47	1216	9810	13	2845	0.0	2550
CGI_10001089	gi	66774189	sp	Q09654.3	TRI23_CAEEL	25.53	141	97	4	94	501	108	245	2e-08	60.8
CGI_10014903	gi	119862	sp	P06734.1	FCER2_HUMAN	25.87	259	165	8	319	1071	45	284	2e-19	90.5
CGI_10014904	gi	74716908	sp	Q96KG7.1	MEG10_HUMAN	39.19	148	68	8	58	459	690	829	1e-29	 119
CGI_10014905	gi	25090912	sp	P82596.3	PLC_HALLA	38.96	77	42	3	61	288	57	129	7e-12	62.0
CGI_10014908	gi	342187087	sp	Q8K2L8.2	TPC12_MOUSE	46.00	487	253	4	1030	2472	315	797	4e-135	 427
CGI_10014909	gi	82236131	sp	Q6DUZ9.1	TSSC1_GECJA	58.76	97	40	0	205	495	123	219	9e-30	 117
CGI_10014912	gi	189028878	sp	Q69ZB0.2	LRCC1_MOUSE	42.02	119	67	2	22	375	105	222	1e-17	91.7
CGI_10014913	gi	56749105	sp	Q9VZW5.1	FMAR_DROME	31.80	283	180	4	103	942	171	443	3e-39	 149
CGI_10014914	gi	82237108	sp	Q6NRC9.1	LRCC1_XENLA	49.55	440	222	0	1	1320	590	1029	8e-137	 425
CGI_10014915	gi	130756	sp	P05153.1	PPCKC_CHICK	65.42	616	210	3	127	1974	10	622	0.0	 840
CGI_10014916	gi	130763	sp	P29190.1	PPCK_HAECO	66.72	619	204	2	46	1899	1	618	0.0	 908
CGI_10014917	gi	41688800	sp	Q96P71.2	NECA3_HUMAN	31.52	92	60	1	25	291	296	387	7e-07	54.7
CGI_10014918	gi	110810454	sp	Q5T089.2	MORN1_HUMAN	32.63	524	281	11	13	1557	26	486	1e-82	 272
CGI_10014920	gi	385178704	sp	Q9VY77.3	AJUBA_DROME	49.11	395	117	6	913	2082	410	725	3e-120	 385
CGI_10014925	gi	119370089	sp	Q0V8J4.1	VWA7_BOVIN	28.98	352	216	9	304	1344	123	445	2e-27	 120
CGI_10004680	gi	10719928	sp	O97772.1	CCKAR_RABIT	21.98	373	236	11	34	1107	46	378	2e-12	72.0
CGI_10004683	gi	6226931	sp	Q03601.2	NHL1_CAEEL	32.14	112	65	3	1327	1638	772	880	7e-06	52.8
CGI_10004684	gi	127813	sp	P26433.1	SL9A3_RAT	46.42	545	280	5	7	1635	10	544	3e-131	 424
