C22142	171	941	C22142	GLEAN	mRNA	330	1695	1	+	.	ID=CGI_10000072;	612
C31896	8550	9070	C31896	GLEAN	mRNA	7783	8707	0.999415	-	.	ID=CGI_10000812;	157
C31910	7063	7621	C31910	GLEAN	mRNA	5235	9075	0.998023	-	.	ID=CGI_10000814;	558
C31910	8451	9866	C31910	GLEAN	mRNA	5235	9075	0.998023	-	.	ID=CGI_10000814;	624
C31986	2258	3370	C31986	GLEAN	mRNA	1778	8097	0.529656	-	.	ID=CGI_10000821;	1112
C31986	4769	5497	C31986	GLEAN	mRNA	1778	8097	0.529656	-	.	ID=CGI_10000821;	728
C31986	6012	7275	C31986	GLEAN	mRNA	1778	8097	0.529656	-	.	ID=CGI_10000821;	1263
C31988	4830	5412	C31988	GLEAN	mRNA	2912	6824	0.99999	+	.	ID=CGI_10000822;	582
C31988	5635	9223	C31988	GLEAN	mRNA	2912	6824	0.99999	+	.	ID=CGI_10000822;	1189
C32110	5525	6235	C32110	GLEAN	mRNA	1022	8135	0.499691	-	.	ID=CGI_10000840;	710
C32110	6296	9648	C32110	GLEAN	mRNA	1022	8135	0.499691	-	.	ID=CGI_10000840;	1839
C32110	6296	9648	C32110	GLEAN	mRNA	8247	8759	0.996431	-	.	ID=CGI_10000841;	513
C32156	5141	6140	C32156	GLEAN	mRNA	2370	10885	0.999989	+	.	ID=CGI_10000851;	999
C32196	4657	6001	C32196	GLEAN	mRNA	668	10785	1	+	.	ID=CGI_10000859;	1344
C32196	6477	7258	C32196	GLEAN	mRNA	668	10785	1	+	.	ID=CGI_10000859;	781
C32196	8662	9964	C32196	GLEAN	mRNA	668	10785	1	+	.	ID=CGI_10000859;	1302
C32216	1085	3192	C32216	GLEAN	mRNA	2248	3254	0.999212	+	.	ID=CGI_10000864;	945
C32216	3533	4337	C32216	GLEAN	mRNA	4198	8009	0.78994	+	.	ID=CGI_10000865;	140
C32216	5215	6171	C32216	GLEAN	mRNA	4198	8009	0.78994	+	.	ID=CGI_10000865;	956
C32216	6382	6979	C32216	GLEAN	mRNA	4198	8009	0.78994	+	.	ID=CGI_10000865;	597
C32264	2485	4778	C32264	GLEAN	mRNA	1684	3021	0.649524	+	.	ID=CGI_10000871;	536
C32406	4461	4964	C32406	GLEAN	mRNA	4838	5519	0.65104	-	.	ID=CGI_10000889;	127
C32424	3946	5014	C32424	GLEAN	mRNA	4530	11055	0.999924	+	.	ID=CGI_10000890;	485
C32424	7318	8356	C32424	GLEAN	mRNA	4530	11055	0.999924	+	.	ID=CGI_10000890;	1038
C32484	2775	3328	C32484	GLEAN	mRNA	936	10888	0.544852	+	.	ID=CGI_10000902;	553
C32484	5835	6596	C32484	GLEAN	mRNA	936	10888	0.544852	+	.	ID=CGI_10000902;	761
C32484	6753	8626	C32484	GLEAN	mRNA	936	10888	0.544852	+	.	ID=CGI_10000902;	1873
C32484	6753	8626	C32484	GLEAN	mRNA	6779	10866	0.999993	-	.	ID=CGI_10000903;	1848
C32484	9219	9893	C32484	GLEAN	mRNA	936	10888	0.544852	+	.	ID=CGI_10000902;	674
C32484	9219	9893	C32484	GLEAN	mRNA	6779	10866	0.999993	-	.	ID=CGI_10000903;	674
C32512	3125	3643	C32512	GLEAN	mRNA	877	9878	0.651135	+	.	ID=CGI_10000906;	518
C32512	7536	8411	C32512	GLEAN	mRNA	877	9878	0.651135	+	.	ID=CGI_10000906;	875
C32774	10092	11746	C32774	GLEAN	mRNA	434	12346	0.999675	+	.	ID=CGI_10000948;	1654
C32814	10437	11761	C32814	GLEAN	mRNA	10433	11176	1	+	.	ID=CGI_10000956;	739
C32814	2661	3361	C32814	GLEAN	mRNA	2547	6577	1	-	.	ID=CGI_10000954;	700
C32814	4856	5564	C32814	GLEAN	mRNA	2547	6577	1	-	.	ID=CGI_10000954;	708
C32814	4856	5564	C32814	GLEAN	mRNA	4791	8500	0.558395	+	.	ID=CGI_10000955;	708
C32814	7466	8317	C32814	GLEAN	mRNA	4791	8500	0.558395	+	.	ID=CGI_10000955;	851
C32984	4842	7801	C32984	GLEAN	mRNA	5229	10162	1	-	.	ID=CGI_10000975;	2573
C33102	2946	4467	C33102	GLEAN	mRNA	282	3329	0.999994	+	.	ID=CGI_10000991;	383
C33102	2946	4467	C33102	GLEAN	mRNA	4278	5782	1	-	.	ID=CGI_10000992;	190
C33220	9182	9936	C33220	GLEAN	mRNA	7464	10449	1	-	.	ID=CGI_10001013;	754
C33654	2919	8315	C33654	GLEAN	mRNA	2501	14319	0.999996	+	.	ID=CGI_10001111;	5396
C33664	11385	13158	C33664	GLEAN	mRNA	4321	14353	0.751732	+	.	ID=CGI_10001114;	1773
C33664	5845	6440	C33664	GLEAN	mRNA	4321	14353	0.751732	+	.	ID=CGI_10001114;	595
C33664	8150	9944	C33664	GLEAN	mRNA	4321	14353	0.751732	+	.	ID=CGI_10001114;	1794
C33708	12613	13129	C33708	GLEAN	mRNA	8220	14973	0.727981	-	.	ID=CGI_10001120;	516
C33708	7979	8640	C33708	GLEAN	mRNA	8220	14973	0.727981	-	.	ID=CGI_10001120;	421
C33748	3209	4012	C33748	GLEAN	mRNA	800	3793	0.994137	+	.	ID=CGI_10001129;	584
C34136	8548	9427	C34136	GLEAN	mRNA	164	16150	0.969548	+	.	ID=CGI_10001217;	879
C34158	11169	11780	C34158	GLEAN	mRNA	8394	13250	1	-	.	ID=CGI_10001223;	611
C34158	12356	12878	C34158	GLEAN	mRNA	8394	13250	1	-	.	ID=CGI_10001223;	522
C34158	14297	15008	C34158	GLEAN	mRNA	13572	16434	0.999674	+	.	ID=CGI_10001224;	711
C34158	2557	4694	C34158	GLEAN	mRNA	2958	4651	0.999855	-	.	ID=CGI_10001221;	1694
C34158	6681	9690	C34158	GLEAN	mRNA	5726	8250	1	-	.	ID=CGI_10001222;	1569
C34158	6681	9690	C34158	GLEAN	mRNA	8394	13250	1	-	.	ID=CGI_10001223;	1297
C34256	7113	9798	C34256	GLEAN	mRNA	8451	10352	0.999999	+	.	ID=CGI_10001257;	1348
C34270	10022	11058	C34270	GLEAN	mRNA	1937	17133	0.990126	-	.	ID=CGI_10001262;	1036
C34270	15144	16462	C34270	GLEAN	mRNA	1937	17133	0.990126	-	.	ID=CGI_10001262;	1318
C34270	7507	8716	C34270	GLEAN	mRNA	1937	17133	0.990126	-	.	ID=CGI_10001262;	1209
C34270	8884	9995	C34270	GLEAN	mRNA	1937	17133	0.990126	-	.	ID=CGI_10001262;	1111
C34274	11241	11820	C34274	GLEAN	mRNA	569	17710	0.865855	-	.	ID=CGI_10001263;	579
C34274	14070	14594	C34274	GLEAN	mRNA	569	17710	0.865855	-	.	ID=CGI_10001263;	524
C34274	7406	7913	C34274	GLEAN	mRNA	569	17710	0.865855	-	.	ID=CGI_10001263;	507
C34274	8625	9431	C34274	GLEAN	mRNA	8996	9442	0.99428	+	.	ID=CGI_10001264;	436
C34274	8625	9431	C34274	GLEAN	mRNA	569	17710	0.865855	-	.	ID=CGI_10001263;	806
C34340	10725	11495	C34340	GLEAN	mRNA	8476	15050	1	-	.	ID=CGI_10001287;	770
C34340	13118	14596	C34340	GLEAN	mRNA	8476	15050	1	-	.	ID=CGI_10001287;	1478
C34340	8885	9979	C34340	GLEAN	mRNA	8476	15050	1	-	.	ID=CGI_10001287;	1094
C34418	14225	15144	C34418	GLEAN	mRNA	1792	17254	0.998538	+	.	ID=CGI_10001293;	919
C34418	5429	6890	C34418	GLEAN	mRNA	1792	17254	0.998538	+	.	ID=CGI_10001293;	1461
C34546	11979	13550	C34546	GLEAN	mRNA	2511	14767	0.791633	-	.	ID=CGI_10001308;	1571
C34550	10789	12362	C34550	GLEAN	mRNA	11034	17958	1	-	.	ID=CGI_10001311;	1329
C34550	12794	13469	C34550	GLEAN	mRNA	11034	17958	1	-	.	ID=CGI_10001311;	675
C34550	16678	18481	C34550	GLEAN	mRNA	11034	17958	1	-	.	ID=CGI_10001311;	1280
C34550	6085	7216	C34550	GLEAN	mRNA	1460	9154	1	+	.	ID=CGI_10001310;	1131
C34600	10242	13475	C34600	GLEAN	mRNA	8391	19305	0.999866	-	.	ID=CGI_10001325;	3233
C34600	14696	16062	C34600	GLEAN	mRNA	8391	19305	0.999866	-	.	ID=CGI_10001325;	1366
C34600	18725	19272	C34600	GLEAN	mRNA	8391	19305	0.999866	-	.	ID=CGI_10001325;	547
C34600	6863	9919	C34600	GLEAN	mRNA	8391	19305	0.999866	-	.	ID=CGI_10001325;	1529
C34636	4254	5565	C34636	GLEAN	mRNA	1822	16096	0.999998	+	.	ID=CGI_10001331;	1311
C34636	6182	8251	C34636	GLEAN	mRNA	1822	16096	0.999998	+	.	ID=CGI_10001331;	2069
C34712	12640	15631	C34712	GLEAN	mRNA	14136	19266	1	-	.	ID=CGI_10001348;	1496
C34712	3014	3993	C34712	GLEAN	mRNA	2528	11343	1	+	.	ID=CGI_10001347;	979
C34712	4729	5934	C34712	GLEAN	mRNA	2528	11343	1	+	.	ID=CGI_10001347;	1205
C34712	6588	7791	C34712	GLEAN	mRNA	2528	11343	1	+	.	ID=CGI_10001347;	1203
C34712	8603	9432	C34712	GLEAN	mRNA	2528	11343	1	+	.	ID=CGI_10001347;	829
C35028	10267	13456	C35028	GLEAN	mRNA	137	20595	0.787793	+	.	ID=CGI_10001397;	3189
C35042	8464	9160	C35042	GLEAN	mRNA	1730	15534	0.391528	+	.	ID=CGI_10001403;	696
C35168	17815	18961	C35168	GLEAN	mRNA	767	19543	0.999999	-	.	ID=CGI_10001430;	1146
C35262	10033	11353	C35262	GLEAN	mRNA	5195	10381	0.579412	-	.	ID=CGI_10001445;	348
C35262	14775	21904	C35262	GLEAN	mRNA	18808	21335	1	-	.	ID=CGI_10001447;	2528
C35262	14775	21904	C35262	GLEAN	mRNA	15054	17111	0.999984	-	.	ID=CGI_10001446;	2058
C35262	4890	7288	C35262	GLEAN	mRNA	5195	10381	0.579412	-	.	ID=CGI_10001445;	2094
C35262	8104	9962	C35262	GLEAN	mRNA	5195	10381	0.579412	-	.	ID=CGI_10001445;	1858
C35282	8840	9940	C35282	GLEAN	mRNA	7043	11838	0.639937	+	.	ID=CGI_10001457;	1100
C35386	10055	10964	C35386	GLEAN	mRNA	3761	22852	0.999949	+	.	ID=CGI_10001492;	909
C35400	10000	10746	C35400	GLEAN	mRNA	1159	13223	0.997062	+	.	ID=CGI_10001505;	746
C35400	14149	15208	C35400	GLEAN	mRNA	13659	24277	0.544755	+	.	ID=CGI_10001507;	1059
C35400	15884	16479	C35400	GLEAN	mRNA	13659	24277	0.544755	+	.	ID=CGI_10001507;	595
C35400	17822	18740	C35400	GLEAN	mRNA	13659	24277	0.544755	+	.	ID=CGI_10001507;	918
C35400	19997	23497	C35400	GLEAN	mRNA	13659	24277	0.544755	+	.	ID=CGI_10001507;	3500
C35548	17753	18338	C35548	GLEAN	mRNA	12842	23964	0.920772	+	.	ID=CGI_10001549;	585
C35548	22667	23180	C35548	GLEAN	mRNA	12842	23964	0.920772	+	.	ID=CGI_10001549;	513
C35556	10002	12405	C35556	GLEAN	mRNA	9862	16016	1	+	.	ID=CGI_10001552;	2403
C35556	22495	23472	C35556	GLEAN	mRNA	23012	25016	0.999821	-	.	ID=CGI_10001554;	461
C35556	2805	9991	C35556	GLEAN	mRNA	1617	5640	1	+	.	ID=CGI_10001550;	2835
C35556	2805	9991	C35556	GLEAN	mRNA	5682	9417	1	+	.	ID=CGI_10001551;	3736
C35556	2805	9991	C35556	GLEAN	mRNA	9862	16016	1	+	.	ID=CGI_10001552;	130
C35776	10021	19627	C35776	GLEAN	mRNA	14274	26767	1	-	.	ID=CGI_10001604;	5354
C35776	21115	22433	C35776	GLEAN	mRNA	14274	26767	1	-	.	ID=CGI_10001604;	1318
C35992	18819	22017	C35992	GLEAN	mRNA	18808	28071	0.999993	-	.	ID=CGI_10001718;	3198
C35992	22931	23573	C35992	GLEAN	mRNA	18808	28071	0.999993	-	.	ID=CGI_10001718;	642
C35992	7101	7706	C35992	GLEAN	mRNA	4987	11585	1	+	.	ID=CGI_10001716;	605
C35992	7907	9906	C35992	GLEAN	mRNA	4987	11585	1	+	.	ID=CGI_10001716;	1999
C36014	21514	22347	C36014	GLEAN	mRNA	20665	22221	0.996039	-	.	ID=CGI_10001736;	707
C36014	22644	23685	C36014	GLEAN	mRNA	22609	26044	0.789576	-	.	ID=CGI_10001737;	1041
C36014	3187	3729	C36014	GLEAN	mRNA	2781	4853	0.999998	-	.	ID=CGI_10001734;	542
C36014	4444	5598	C36014	GLEAN	mRNA	2781	4853	0.999998	-	.	ID=CGI_10001734;	409
C36172	12045	13299	C36172	GLEAN	mRNA	2108	12725	0.942163	+	.	ID=CGI_10001813;	680
C36172	7950	8644	C36172	GLEAN	mRNA	2108	12725	0.942163	+	.	ID=CGI_10001813;	694
C36322	14118	15041	C36322	GLEAN	mRNA	4794	16846	0.992059	+	.	ID=CGI_10001855;	923
C36322	8217	8737	C36322	GLEAN	mRNA	4794	16846	0.992059	+	.	ID=CGI_10001855;	520
C36636	10025	10939	C36636	GLEAN	mRNA	6957	16369	0.999676	-	.	ID=CGI_10002027;	914
C36636	11542	13480	C36636	GLEAN	mRNA	6957	16369	0.999676	-	.	ID=CGI_10002027;	1938
C36636	20456	20992	C36636	GLEAN	mRNA	18981	26474	1	+	.	ID=CGI_10002028;	536
C36636	22399	23194	C36636	GLEAN	mRNA	18981	26474	1	+	.	ID=CGI_10002028;	795
C36636	24903	25827	C36636	GLEAN	mRNA	18981	26474	1	+	.	ID=CGI_10002028;	924
C36636	7015	9959	C36636	GLEAN	mRNA	6957	16369	0.999676	-	.	ID=CGI_10002027;	2944
C37024	10184	11127	C37024	GLEAN	mRNA	614	13950	1	-	.	ID=CGI_10002228;	943
C37024	28134	32597	C37024	GLEAN	mRNA	28559	35439	0.997661	-	.	ID=CGI_10002230;	4039
C37024	33694	34289	C37024	GLEAN	mRNA	28559	35439	0.997661	-	.	ID=CGI_10002230;	595
C37024	5459	6262	C37024	GLEAN	mRNA	614	13950	1	-	.	ID=CGI_10002228;	803
C37024	8411	9398	C37024	GLEAN	mRNA	614	13950	1	-	.	ID=CGI_10002228;	987
scaffold1	21408	22327	scaffold1	GLEAN	mRNA	21219	34733	0.99696	-	.	ID=CGI_10013463;	919
scaffold1	23978	24556	scaffold1	GLEAN	mRNA	21219	34733	0.99696	-	.	ID=CGI_10013463;	578
scaffold1	25066	26192	scaffold1	GLEAN	mRNA	21219	34733	0.99696	-	.	ID=CGI_10013463;	1126
scaffold10	18940	23055	scaffold10	GLEAN	mRNA	19040	33768	0.681225	-	.	ID=CGI_10003110;	4016
scaffold10	25359	26230	scaffold10	GLEAN	mRNA	19040	33768	0.681225	-	.	ID=CGI_10003110;	871
scaffold10	26526	27629	scaffold10	GLEAN	mRNA	19040	33768	0.681225	-	.	ID=CGI_10003110;	1103
scaffold10	28490	29062	scaffold10	GLEAN	mRNA	19040	33768	0.681225	-	.	ID=CGI_10003110;	572
scaffold10	49993	51871	scaffold10	GLEAN	mRNA	46856	51766	0.9993	-	.	ID=CGI_10003111;	1773
scaffold100	100135	100678	scaffold100	GLEAN	mRNA	90104	100499	1	+	.	ID=CGI_10026413;	364
scaffold100	1047968	1050453	scaffold100	GLEAN	mRNA	1047744	1050248	0.593383	+	.	ID=CGI_10026462;	2280
scaffold100	14042	16321	scaffold100	GLEAN	mRNA	1199	16389	0.999976	+	.	ID=CGI_10026403;	2279
scaffold100	267618	268418	scaffold100	GLEAN	mRNA	262072	282258	1	+	.	ID=CGI_10026424;	800
scaffold100	269675	276135	scaffold100	GLEAN	mRNA	262072	282258	1	+	.	ID=CGI_10026424;	6460
scaffold100	278482	280251	scaffold100	GLEAN	mRNA	262072	282258	1	+	.	ID=CGI_10026424;	1769
scaffold100	281249	282000	scaffold100	GLEAN	mRNA	262072	282258	1	+	.	ID=CGI_10026424;	751
scaffold100	282162	282807	scaffold100	GLEAN	mRNA	262072	282258	1	+	.	ID=CGI_10026424;	96
scaffold100	285939	290114	scaffold100	GLEAN	mRNA	285968	287638	1	-	.	ID=CGI_10026425;	1671
scaffold100	297600	298546	scaffold100	GLEAN	mRNA	296623	307835	0.999996	-	.	ID=CGI_10026426;	946
scaffold100	300478	301384	scaffold100	GLEAN	mRNA	296623	307835	0.999996	-	.	ID=CGI_10026426;	906
scaffold100	301825	302736	scaffold100	GLEAN	mRNA	296623	307835	0.999996	-	.	ID=CGI_10026426;	911
scaffold100	336891	337804	scaffold100	GLEAN	mRNA	332369	338347	1	-	.	ID=CGI_10026427;	913
scaffold100	340815	341541	scaffold100	GLEAN	mRNA	339554	341294	1	+	.	ID=CGI_10026428;	479
scaffold100	350652	351349	scaffold100	GLEAN	mRNA	351299	369094	0.998953	+	.	ID=CGI_10026429;	51
scaffold100	355255	355942	scaffold100	GLEAN	mRNA	351299	369094	0.998953	+	.	ID=CGI_10026429;	687
scaffold100	357294	357835	scaffold100	GLEAN	mRNA	351299	369094	0.998953	+	.	ID=CGI_10026429;	541
scaffold100	359515	362649	scaffold100	GLEAN	mRNA	351299	369094	0.998953	+	.	ID=CGI_10026429;	3134
scaffold100	367045	368459	scaffold100	GLEAN	mRNA	351299	369094	0.998953	+	.	ID=CGI_10026429;	1414
scaffold100	369001	370499	scaffold100	GLEAN	mRNA	351299	369094	0.998953	+	.	ID=CGI_10026429;	93
scaffold100	568991	569547	scaffold100	GLEAN	mRNA	546630	588675	0.372163	-	.	ID=CGI_10026443;	556
scaffold100	611356	613219	scaffold100	GLEAN	mRNA	610819	611958	0.74459	-	.	ID=CGI_10026444;	602
scaffold100	611356	613219	scaffold100	GLEAN	mRNA	611960	632376	0.998789	-	.	ID=CGI_10026445;	1260
scaffold100	635522	636212	scaffold100	GLEAN	mRNA	633050	652924	0.873323	+	.	ID=CGI_10026446;	690
scaffold100	639324	640916	scaffold100	GLEAN	mRNA	633050	652924	0.873323	+	.	ID=CGI_10026446;	1592
scaffold100	642666	643460	scaffold100	GLEAN	mRNA	633050	652924	0.873323	+	.	ID=CGI_10026446;	794
scaffold100	644441	646611	scaffold100	GLEAN	mRNA	633050	652924	0.873323	+	.	ID=CGI_10026446;	2170
scaffold100	648063	648724	scaffold100	GLEAN	mRNA	633050	652924	0.873323	+	.	ID=CGI_10026446;	661
scaffold100	649864	650412	scaffold100	GLEAN	mRNA	633050	652924	0.873323	+	.	ID=CGI_10026446;	548
scaffold100	651976	653410	scaffold100	GLEAN	mRNA	633050	652924	0.873323	+	.	ID=CGI_10026446;	948
scaffold100	655412	658392	scaffold100	GLEAN	mRNA	655842	668993	0.999949	-	.	ID=CGI_10026447;	2551
scaffold100	661829	662608	scaffold100	GLEAN	mRNA	655842	668993	0.999949	-	.	ID=CGI_10026447;	779
scaffold100	671270	672106	scaffold100	GLEAN	mRNA	671285	725122	0.993892	-	.	ID=CGI_10026448;	822
scaffold100	673049	674146	scaffold100	GLEAN	mRNA	671285	725122	0.993892	-	.	ID=CGI_10026448;	1097
scaffold100	676745	677813	scaffold100	GLEAN	mRNA	671285	725122	0.993892	-	.	ID=CGI_10026448;	1068
scaffold100	678532	680186	scaffold100	GLEAN	mRNA	671285	725122	0.993892	-	.	ID=CGI_10026448;	1654
scaffold100	680954	682670	scaffold100	GLEAN	mRNA	671285	725122	0.993892	-	.	ID=CGI_10026448;	1716
scaffold100	684828	711821	scaffold100	GLEAN	mRNA	671285	725122	0.993892	-	.	ID=CGI_10026448;	26993
scaffold100	718988	722679	scaffold100	GLEAN	mRNA	671285	725122	0.993892	-	.	ID=CGI_10026448;	3691
scaffold100	795091	797034	scaffold100	GLEAN	mRNA	792382	797411	0.626072	-	.	ID=CGI_10026456;	1943
scaffold100	81537	85425	scaffold100	GLEAN	mRNA	80891	87009	0.999676	-	.	ID=CGI_10026412;	3888
scaffold100	85559	86512	scaffold100	GLEAN	mRNA	80891	87009	0.999676	-	.	ID=CGI_10026412;	953
scaffold100	92686	94718	scaffold100	GLEAN	mRNA	90104	100499	1	+	.	ID=CGI_10026413;	2032
scaffold100	95393	97561	scaffold100	GLEAN	mRNA	90104	100499	1	+	.	ID=CGI_10026413;	2168
scaffold100	97725	98285	scaffold100	GLEAN	mRNA	90104	100499	1	+	.	ID=CGI_10026413;	560
scaffold100	98610	99525	scaffold100	GLEAN	mRNA	90104	100499	1	+	.	ID=CGI_10026413;	915
scaffold1000	134082	134698	scaffold1000	GLEAN	mRNA	133988	143656	1	-	.	ID=CGI_10013074;	616
scaffold1000	139737	140376	scaffold1000	GLEAN	mRNA	133988	143656	1	-	.	ID=CGI_10013074;	639
scaffold1000	142268	142965	scaffold1000	GLEAN	mRNA	133988	143656	1	-	.	ID=CGI_10013074;	697
scaffold1000	149837	150910	scaffold1000	GLEAN	mRNA	146750	156759	0.989263	+	.	ID=CGI_10013075;	1073
scaffold1000	200076	201016	scaffold1000	GLEAN	mRNA	194582	208723	0.949713	+	.	ID=CGI_10013081;	940
scaffold1000	204889	213582	scaffold1000	GLEAN	mRNA	194582	208723	0.949713	+	.	ID=CGI_10013081;	3834
scaffold1000	204889	213582	scaffold1000	GLEAN	mRNA	211314	230048	1	+	.	ID=CGI_10013082;	2269
scaffold1000	217156	217680	scaffold1000	GLEAN	mRNA	211314	230048	1	+	.	ID=CGI_10013082;	524
scaffold1000	217919	219238	scaffold1000	GLEAN	mRNA	211314	230048	1	+	.	ID=CGI_10013082;	1319
scaffold1000	219998	223520	scaffold1000	GLEAN	mRNA	211314	230048	1	+	.	ID=CGI_10013082;	3522
scaffold1000	224298	226909	scaffold1000	GLEAN	mRNA	211314	230048	1	+	.	ID=CGI_10013082;	2611
scaffold1000	229468	230192	scaffold1000	GLEAN	mRNA	211314	230048	1	+	.	ID=CGI_10013082;	580
scaffold1000	239283	240505	scaffold1000	GLEAN	mRNA	235676	252253	0.99998	-	.	ID=CGI_10013083;	1222
scaffold1000	240738	242417	scaffold1000	GLEAN	mRNA	235676	252253	0.99998	-	.	ID=CGI_10013083;	1679
scaffold1000	243891	244609	scaffold1000	GLEAN	mRNA	235676	252253	0.99998	-	.	ID=CGI_10013083;	718
scaffold1000	246135	248280	scaffold1000	GLEAN	mRNA	235676	252253	0.99998	-	.	ID=CGI_10013083;	2145
scaffold1000	250678	252189	scaffold1000	GLEAN	mRNA	235676	252253	0.99998	-	.	ID=CGI_10013083;	1511
scaffold1000	257095	257969	scaffold1000	GLEAN	mRNA	254688	266328	0.650465	+	.	ID=CGI_10013084;	874
scaffold1000	266259	266810	scaffold1000	GLEAN	mRNA	254688	266328	0.650465	+	.	ID=CGI_10013084;	69
